frame,short_prob,long_prob,fused_prob,pred
74,0.606402,0.500000,0.233716,1
75,0.606402,0.500000,0.378808,1
76,0.606402,0.500000,0.494882,1
77,0.606402,0.500000,0.587741,1
78,0.606402,0.500000,0.662028,1
79,0.606402,0.500000,0.721458,1
80,0.606402,0.500000,0.769002,1
81,0.606402,0.500000,0.807037,1
82,0.606402,0.500000,0.837465,1
83,0.606402,0.500000,0.861808,1
84,0.606402,0.500000,0.881282,1
85,0.606402,0.500000,0.896861,1
86,0.606402,0.500000,0.909324,1
87,0.606402,0.500000,0.919295,1
88,0.606402,0.500000,0.927272,1
89,0.606402,0.500000,0.933653,1
90,0.606402,0.500000,0.938758,1
91,0.606402,0.500000,0.942842,1
92,0.606402,0.500000,0.946109,1
93,0.606402,0.500000,0.948723,1
94,0.606402,0.500000,0.950814,1
95,0.606402,0.500000,0.952486,1
96,0.606402,0.500000,0.953825,1
97,0.606402,0.500000,0.954895,1
98,0.606402,0.500000,0.955752,1
99,0.606402,0.500000,0.956437,1
100,0.606402,0.500000,0.956985,1
101,0.606402,0.500000,0.957424,1
102,0.606402,0.500000,0.957774,1
103,0.606402,0.500000,0.958055,1
104,0.606402,0.500000,0.958280,1
105,0.606402,0.500000,0.958459,1
106,0.606402,0.500000,0.958603,1
107,0.606402,0.500000,0.958718,1
108,0.606402,0.500000,0.958810,1
109,0.606402,0.500000,0.958883,1
110,0.606402,0.500000,0.958942,1
111,0.606402,0.500000,0.958989,1
112,0.606402,0.500000,0.959027,1
113,0.606402,0.500000,0.959057,1
114,0.606402,0.500000,0.959081,1
115,0.606402,0.500000,0.959101,1
116,0.606402,0.500000,0.959116,1
117,0.606402,0.500000,0.959128,1
118,0.606402,0.500000,0.959138,1
119,0.247819,0.500000,0.916744,0
120,0.247819,0.500000,0.882828,0
121,0.247819,0.500000,0.855696,0
122,0.247819,0.500000,0.833990,0
123,0.247819,0.500000,0.816625,0
124,0.247819,0.500000,0.802734,0
125,0.247819,0.500000,0.791620,0
126,0.247819,0.500000,0.782729,0
127,0.247819,0.500000,0.775617,0
128,0.247819,0.500000,0.769927,0
129,0.247819,0.500000,0.765375,0
130,0.247819,0.500000,0.761733,0
131,0.247819,0.500000,0.758820,0
132,0.247819,0.500000,0.756489,0
133,0.247819,0.500000,0.754625,0
134,0.250662,0.496152,0.753717,1
135,0.250662,0.496152,0.752991,1
136,0.250662,0.496152,0.752410,1
137,0.250662,0.496152,0.751946,1
138,0.250662,0.496152,0.751574,1
139,0.250662,0.496152,0.751276,1
140,0.250662,0.496152,0.751039,1
141,0.250662,0.496152,0.750848,1
142,0.250662,0.496152,0.750696,1
143,0.250662,0.496152,0.750574,1
144,0.250662,0.496152,0.750477,1
145,0.250662,0.496152,0.750399,1
146,0.250662,0.496152,0.750336,1
147,0.250662,0.496152,0.750287,1
148,0.250662,0.496152,0.750247,1
149,0.606402,0.496152,0.791787,1
150,0.606402,0.496152,0.825020,1
151,0.606402,0.496152,0.851606,1
152,0.606402,0.496152,0.872875,1
153,0.606402,0.496152,0.889890,1
154,0.606402,0.495637,0.903469,1
155,0.606402,0.495637,0.914332,1
156,0.606402,0.495637,0.923022,1
157,0.606402,0.495637,0.929974,1
158,0.606402,0.495637,0.935536,1
159,0.606402,0.495637,0.939986,1
160,0.606402,0.495637,0.943545,1
161,0.606402,0.495637,0.946393,1
162,0.606402,0.495637,0.948671,1
163,0.606402,0.495637,0.950494,1
164,0.606402,0.495637,0.951952,1
165,0.606402,0.495637,0.953118,1
166,0.606402,0.495637,0.954051,1
167,0.606402,0.495637,0.954798,1
168,0.606402,0.495637,0.955395,1
169,0.606402,0.495637,0.955873,1
170,0.606402,0.495637,0.956255,1
171,0.606402,0.495637,0.956561,1
172,0.606402,0.495637,0.956805,1
173,0.606402,0.495637,0.957001,1
174,0.606402,0.494915,0.957110,1
175,0.606402,0.494915,0.957198,1
176,0.606402,0.494915,0.957268,1
177,0.606402,0.494915,0.957324,1
178,0.606402,0.494915,0.957369,1
179,0.606402,0.494915,0.957405,1
180,0.606402,0.494915,0.957434,1
181,0.606402,0.494915,0.957457,1
182,0.606402,0.494915,0.957475,1
183,0.606402,0.494915,0.957490,1
184,0.606402,0.494915,0.957502,1
185,0.606402,0.494915,0.957511,1
186,0.606402,0.494915,0.957518,1
187,0.606402,0.494915,0.957524,1
188,0.606402,0.494915,0.957529,1
189,0.606402,0.494915,0.957533,1
190,0.606402,0.494915,0.957536,1
191,0.606402,0.494915,0.957539,1
192,0.606402,0.494915,0.957541,1
193,0.606402,0.494915,0.957542,1
194,0.606402,0.500365,0.957892,1
195,0.606402,0.500365,0.958172,1
196,0.606402,0.500365,0.958396,1
197,0.606402,0.500365,0.958575,1
198,0.606402,0.500365,0.958719,1
199,0.606402,0.500365,0.958833,1
200,0.606402,0.500365,0.958925,1
201,0.606402,0.500365,0.958999,1
202,0.606402,0.500365,0.959057,1
203,0.606402,0.500365,0.959104,1
204,0.606402,0.500365,0.959142,1
205,0.606402,0.500365,0.959172,1
206,0.606402,0.500365,0.959196,1
207,0.606402,0.500365,0.959215,1
208,0.606402,0.500365,0.959231,1
209,0.015840,0.500365,0.909297,0
210,0.015840,0.500365,0.869351,0
211,0.015840,0.500365,0.837394,0
212,0.015840,0.500365,0.811828,0
213,0.015840,0.500365,0.791375,0
214,0.015840,0.459804,0.771990,0
215,0.015840,0.459804,0.756483,0
216,0.015840,0.459804,0.744076,0
217,0.015840,0.459804,0.734151,0
218,0.015840,0.459804,0.726211,0
219,0.015840,0.459804,0.719859,0
220,0.015840,0.459804,0.714777,0
221,0.015840,0.459804,0.710712,0
222,0.015840,0.459804,0.707460,0
223,0.015840,0.459804,0.704858,0
224,0.076171,0.459804,0.704884,0
225,0.076171,0.459804,0.704905,0
226,0.076171,0.459804,0.704921,0
227,0.076171,0.459804,0.704934,0
228,0.076171,0.459804,0.704945,0
229,0.076171,0.459804,0.704953,0
230,0.076171,0.459804,0.704960,0
231,0.076171,0.459804,0.704965,0
232,0.076171,0.459804,0.704970,0
233,0.076171,0.459804,0.704973,0
234,0.076171,0.429717,0.702699,0
235,0.076171,0.429717,0.700880,0
236,0.076171,0.429717,0.699425,0
237,0.076171,0.429717,0.698260,0
238,0.076171,0.429717,0.697329,0
239,0.340493,0.429717,0.729280,0
240,0.340493,0.429717,0.754841,0
241,0.340493,0.429717,0.775289,0
242,0.340493,0.429717,0.791648,0
243,0.340493,0.429717,0.804735,0
244,0.340493,0.429717,0.815205,0
245,0.340493,0.429717,0.823581,0
246,0.340493,0.429717,0.830281,0
247,0.340493,0.429717,0.835642,0
248,0.340493,0.429717,0.839930,0
249,0.340493,0.429717,0.843361,0
250,0.340493,0.429717,0.846106,0
251,0.340493,0.429717,0.848301,0
252,0.340493,0.429717,0.850058,0
253,0.340493,0.429717,0.851463,0
254,0.473515,0.428067,0.866853,1
255,0.473515,0.428067,0.879164,1
256,0.473515,0.428067,0.889014,1
257,0.473515,0.428067,0.896893,1
258,0.473515,0.428067,0.903197,1
259,0.473515,0.428067,0.908239,1
260,0.473515,0.428067,0.912274,1
261,0.473515,0.428067,0.915501,1
262,0.473515,0.428067,0.918083,1
263,0.473515,0.428067,0.920149,1
264,0.473515,0.428067,0.921801,1
265,0.473515,0.428067,0.923123,1
266,0.473515,0.428067,0.924181,1
267,0.473515,0.428067,0.925027,1
268,0.473515,0.428067,0.925703,1
269,0.988721,0.428067,0.927087,1
270,0.988721,0.428067,0.928193,1
271,0.988721,0.428067,0.929078,1
272,0.988721,0.428067,0.929786,1
273,0.988721,0.428067,0.930353,1
274,0.988721,0.430421,0.931105,1
275,0.988721,0.430421,0.931707,1
276,0.988721,0.430421,0.932189,1
277,0.988721,0.430421,0.932574,1
278,0.988721,0.430421,0.932883,1
279,0.988721,0.430421,0.933129,1
280,0.988721,0.430421,0.933327,1
281,0.988721,0.430421,0.933484,1
282,0.988721,0.430421,0.933611,1
283,0.988721,0.430421,0.933712,1
284,0.606402,0.430421,0.933118,1
285,0.606402,0.430421,0.932644,1
286,0.606402,0.430421,0.932264,1
287,0.606402,0.430421,0.931960,1
288,0.606402,0.430421,0.931717,1
289,0.606402,0.430421,0.931522,1
290,0.606402,0.430421,0.931367,1
291,0.606402,0.430421,0.931242,1
292,0.606402,0.430421,0.931143,1
293,0.606402,0.430421,0.931063,1
294,0.606402,0.459529,0.933726,1
295,0.606402,0.459529,0.935855,1
296,0.606402,0.459529,0.937559,1
297,0.606402,0.459529,0.938923,1
298,0.606402,0.459529,0.940013,1
299,0.685534,0.459529,0.941137,1
300,0.685534,0.459529,0.942037,1
301,0.685534,0.459529,0.942756,1
302,0.685534,0.459529,0.943332,1
303,0.685534,0.459529,0.943792,1
304,0.685534,0.459529,0.944161,1
305,0.685534,0.459529,0.944456,1
306,0.685534,0.459529,0.944691,1
307,0.685534,0.459529,0.944880,1
308,0.685534,0.459529,0.945031,1
309,0.685534,0.459529,0.945152,1
310,0.685534,0.459529,0.945248,1
311,0.685534,0.459529,0.945325,1
312,0.685534,0.459529,0.945387,1
313,0.685534,0.459529,0.945437,1
314,0.686036,0.493601,0.948095,1
315,0.686036,0.493601,0.950221,1
316,0.686036,0.493601,0.951922,1
317,0.686036,0.493601,0.953283,1
318,0.686036,0.493601,0.954372,1
319,0.686036,0.493601,0.955243,1
320,0.686036,0.493601,0.955939,1
321,0.686036,0.493601,0.956497,1
322,0.686036,0.493601,0.956943,1
323,0.686036,0.493601,0.957299,1
324,0.686036,0.493601,0.957585,1
325,0.686036,0.493601,0.957813,1
326,0.686036,0.493601,0.957996,1
327,0.686036,0.493601,0.958142,1
328,0.686036,0.493601,0.958259,1
329,0.606402,0.493601,0.958031,1
330,0.606402,0.493601,0.957848,1
331,0.606402,0.493601,0.957702,1
332,0.606402,0.493601,0.957585,1
333,0.606402,0.493601,0.957492,1
334,0.606402,0.494097,0.957449,1
335,0.606402,0.494097,0.957416,1
336,0.606402,0.494097,0.957389,1
337,0.606402,0.494097,0.957367,1
338,0.606402,0.494097,0.957350,1
339,0.606402,0.494097,0.957336,1
340,0.606402,0.494097,0.957325,1
341,0.606402,0.494097,0.957316,1
342,0.606402,0.494097,0.957309,1
343,0.606402,0.494097,0.957303,1
344,0.606402,0.494097,0.957299,1
345,0.606402,0.494097,0.957295,1
346,0.606402,0.494097,0.957292,1
347,0.606402,0.494097,0.957290,1
348,0.606402,0.494097,0.957288,1
349,0.606402,0.494097,0.957287,1
350,0.606402,0.494097,0.957286,1
351,0.606402,0.494097,0.957285,1
352,0.606402,0.494097,0.957284,1
